Equipment state (expert assessment),Substation name,Dispatcher name,Transformer,Winding arrangement & Switching devices,Oil year,Breakdown voltage. kV,Moisture content. g/t,Acid number. mgKOH/g,Oil tangent at 90С. %,Flash point in closed cup. С,Н2. % vol.,СН4. % vol.,С2Н4. % vol.,С2Н6. % vol.,С2Н2. % vol.,СО2. % vol.,СО. % vol.,Winding year,Winding temperature during  last tests. C,R60 insulation resistance of HV winding. measured during commissioning tests. Mohm,R60 insulation resistance of HV winding. measured during last tests. MOhm,Tangent of HV winding insulation. measured during last tests. %,R60 insulation resistance of MV (LV1) winding. measured during commissioning tests. MOhm,Tangent of MV (LV1) winding insulation. measured during commissioning tests. %,R60 insulation resistance of MV (LV1) winding. measured during last tests. MOhm,Tangent of MV (LV1) winding insulation. measured during last tests. %,R60 insulation resistance of LV (LV2) winding. measured during commissioning tests. MOhm,Tangent of MV (LV2) winding insulation. measured during commissioning tests. %,R60 insulation resistance of LV (LV2) winding. measured during last tests. MOhm,Tangent of MV (LV2) winding insulation. measured during last tests. %,On-load tap-changer year,Breakdown voltage of oil from the tank. kV
satisfactory,Tonkino,Т-1,TDTN-10000/110,3.00,1968.0,68.0,-1.0,0.56,0.03,144.00,0.0003,0.0002,0.0009,0.00009,0.00,0.09,0.011000000000000001,1968.0,40.0,500.00,200.00,1.36,1000.00,0.52,1100.00,0.51,2000.00,0.35,1100.00,0.67,1968.0,80.0
satisfactory,Mitino,Т-1,TDTN-16000/110,3.00,1979.0,80.0,14.0,0.6,0.01,155.00,0.0006,0.0002,0.0014,0.0001,0.0005,0.16,0.01,1979.0,16.0,2500.00,115520.00,0.62,9000.00,0.75,104830.00,0.79,4500.00,0.75,7506.00,0.76,1979.0,78.5
satisfactory,V.Darasun,Т-1,TDTN-10000,3.00,1989.0,80.4,0.00064,0.45,0.018,146.00,0.00,0.00033999999999999997,0.0011,0.00017,0.00,0.126,0.01,1989.0,32.0,10000.00,10000.00,0.32,10000.00,0.175,1100.00,0.28,10000.00,0.25,1250.00,0.39,1989.0,35.0
satisfactory,V.davenda,Т-1,TDTN-10000,3.00,1983.0,81.6,0.00067,43647.00,0.039,146.00,0.0005,0.0001,0.00017,0.00,0.00,0.059000000000000004,0.001,1983.0,10.0,900.00,2600.00,0.25,950.00,0.7,2500.00,0.3,1200.00,0.8,2700.00,0.36,1983.0,35.0
satisfactory,Nerchinsk,Т-1,TDTN-10000,3.00,1971.0,66.6,0.00014,43615.00,0.085,150.00,0.00,0.00033999999999999997,0.000175,0.00,0.00,0.218,0.0,1971.0,23.0,2000.00,1100.00,0.45,1800.00,0.23,1100.00,0.4,1600.00,0.21,1300.00,0.35,1971.0,35.0
satisfactory,Clichka,Т-1,TDTN-1000,3.00,1968.0,69.2,0.00021,43586.00,0.0014,137.00,0.00,0.00025,0.001719,0.00,0.00,0.17,0.015,1968.0,20.0,-1.00,1300.00,0.812,-1.00,-1.0,900.00,0.812,-1.00,-1.0,700.00,0.812,1968.0,35.0
satisfactory,Kadaia,Т-2,TMT-6300,3.00,1968.0,35.6,0.0002,43586.00,0.131,138.00,0.00,0.00013000000000000002,0.001242,0.00,0.00,0.136,0.008,1968.0,25.0,-1.00,2100.00,0.86,-1.00,-1.0,2000.00,0.86,-1.00,-1.0,2500.00,0.86,1968.0,35.0
satisfactory,Novo-Shirokaia,Т-2,TDTN-1002,3.00,1974.0,62.0,0.0014,43586.00,0.0076,136.00,0.00,0.00036,0.00.825,0.00,0.00,0.09,0.0,1974.0,45.0,-1.00,1100.00,0.823,-1.00,-1.0,900.00,0.823,-1.00,-1.0,1400.00,0.823,1974.0,35.0
good,Zabaikalsk,Т-2,TDTN-25000,3.00,2008.0,45.0,0.0005,43586.00,0.005,150.00,0.002,0.00023999999999999998,0.00013,0.00,0.00022,0.05,0.0,2008.0,35.0,-1.00,45000.00,0.26899999999999996,-1.00,-1.0,30000.00,0.373,-1.00,-1.0,30000.00,0.32,2008.0,35.0
satisfactory,Borzia-Zapadnaia,Т-1,TDTN-16000,3.00,1988.0,53.0,0.00116,43526.00,0.046,150.00,0.00,0.00021,0.00014,0.00,0.00,0.0,0.25,1988.0,42.0,-1.00,5000.00,0.358,-1.00,-1.0,4200.00,0.392,-1.00,-1.0,6500.00,0.356,1988.0,35.0
satisfactory,Kalangui,Т-1,TDTG-10000,3.00,1958.0,56.0,0.0,43497.00,0.0194,140.00,0.00056,0.0003,0.00039,0.00017,0.00,0.15,0.0,1958.0,45.0,-1.00,10000.00,0.35,-1.00,-1.0,10000.00,0.39,-1.00,-1.0,10000.00,0.35,1958.0,35.0
satisfactory,KrasnyiChikoi,Т-1,TDTN-10000,3.00,1977.0,68.0,0.0,2.00,0.032,137.00,0.00,0.0002,0.00042,0.00011,0.00068,0.084,0.0078,1977.0,25.0,-1.00,10000.00,0.62,-1.00,-1.0,10000.00,0.62,-1.00,-1.0,8500.00,0.42,1977.0,35.0
satisfactory,KrasnyiChikoi,Т-2,TDTN-10000,3.00,1978.0,68.3,0.0,43466.00,0.049,141.00,0.00,0.00021,0.00054,0.00021,0.00084,0.11,0.0067,1978.0,25.0,-1.00,10000.00,0.2,-1.00,-1.0,10000.00,0.2,-1.00,-1.0,10000.00,0.15,1978.0,35.0
satisfactory,Albitui,Т-2,TMTN-6300,3.00,1984.0,69.3,0.0,2.00,0.01,143.00,0.00,0.00014,0.00011,0.00,0.00029,0.076,0.0036,1984.0,20.0,-1.00,10000.00,0.14,-1.00,-1.0,10000.00,0.14,-1.00,-1.0,10000.00,0.13,1984.0,35.0
good,Kashtak,Т-2,TDTN-40000,3.00,2009.0,70.0,0.0,0.09,0.015,147.00,0.00,0.00387,0.00396,0.00157,0.00,0.009000000000000001,0.01,2009.0,25.0,-1.00,1000.00,0.27,-1.00,-1.0,900.00,0.26,-1.00,-1.0,1500.00,0.37,2009.0,35.0
satisfactory,Tyrgetui,Т-1,TDTN-10000,3.00,1984.0,69.0,0.0,0.07,0.018,141.00,0.00,0.0024100000000000002,0.00412,0.00161,0.00,0.2,0.003,1984.0,25.0,-1.00,700.00,0.29,-1.00,-1.0,700.00,0.31,-1.00,-1.0,800.00,0.33,1984.0,35.0
good,Zarechnaia,Т-1,TDTN-25000,3.00,1980.0,71.0,0.0,0.09,0.01,140.00,0.00,0.00026000000000000003,0.00391,0.00147,0.00,0.3,0.004,1980.0,25.0,-1.00,1500.00,0.31,-1.00,-1.0,1000.00,0.38,-1.00,-1.0,900.00,0.28,1980.0,35.0
satisfactory,Surgutskaia,1Т,TDTN-16000,3.00,1979.0,55.7,18.0,0.26,0.009,147.00,0.00005,0.0003,0.0016,0.00001,0.00001,0.12,0.0177,1979.0,20.0,2000.00,8000.00,-1.0,2200.00,-1.0,8000.00,-1.0,2000.00,-1.0,4000.00,-1.00,1979.0,47.7
satisfactory,Surgutskaia,2Т,TDTN-16000,3.00,1983.0,54.0,43570.00,0.22,0.009,145.00,0.0004,0.0001,0.0003,0.00001,0.00001,0.1414,0.0132,1983.0,15.0,700.00,4000.00,-1.0,800.00,0.64,3500.00,-1.0,850.00,0.72,3500.00,-1.00,1983.0,38.0
satisfactory,Ptitcefabrika,2Т,TDTN-10000,3.00,1984.0,59.0,43722.00,1.00,0.017,145.00,0.00006,0.0002,0.0005,0.00001,0.0005,0.141,0.0157,1984.0,25.0,8000.00,5000.00,-1.0,3500.00,0.03,3000.00,-1.0,2000.00,43586.00,2000.00,-1.00,1984.0,59.3
satisfactory,VlastTruda,2Т,TDTN-10000,3.00,1977.0,61.3,43533.00,1.00,0.007,148.00,0.00002,0.0001,0.0006,0.00001,0.00001,0.0735,0.0172,1977.0,25.0,1400.00,4000.00,-1.0,1200.00,0.2,2500.00,-1.0,1100.00,0.2,2000.00,-1.00,1977.0,53.3
satisfactory,VlastTruda,1Т,TDTN-16000,3.00,1992.0,71.0,14.0,0.11,0.009,148.00,0.00001,0.0001,0.0006,0.00001,0.00001,0.0883,0.0331,1992.0,30.0,1800.00,1500.00,-1.0,1500.00,0.3,4000.00,-1.0,1800.00,0.5,2500.00,-1.00,1992.0,48.0
satisfactory,Kolosovka,1Т,TDTN-10000,3.00,1969.0,60.0,-1.0,-1.00,0.048,141.00,0.0015,0.00018999999999999998,0.0022,0.00003,0,0.16699999999999998,0.034,1969.0,40.0,-1.00,1900.00,0.31,-1.00,-1.0,1600.00,0.31,-1.00,-1.0,1800.00,0.29,1969.0,0.46
satisfactory,Kolosovka,2Т,TDTN-10000,3.00,1968.0,54.0,-1.0,-1.00,0.006,149.00,0.0015,0.0001,0.00023,0,0,0.113,0.019,1968.0,34.0,-1.00,1800.00,0.26,-1.00,-1.0,10000.00,0.23,-1.00,-1.0,10000.00,0.23,1968.0,0.67
satisfactory,Tevriz,1Т,TMTN-6300,3.00,1973.0,58.0,-1.0,-1.00,0.017,138.00,0,0.00011999999999999999,0.00053,0,0.00023,0.096,0.025,1973.0,34.0,700.00,600.00,0.92,1500.00,0.4,700.00,0.86,1300.00,0.3,1300.00,0.79,1973.0,0.33
satisfactory,Tevriz,2Т,TMTN-6300,3.00,1985.0,70.0,-1.0,-1.00,0.011,146.00,0,0.00013000000000000002,0.00027,0,0.00042,0.10099999999999999,0.018000000000000002,1985.0,40.0,2400.00,10000.00,0.21,2300.00,0.44,10000.00,0.3,2100.00,0.61,10000.00,0.22,1985.0,0.24
satisfactory,B-Uki,2Т,TDTN-10000,3.00,1968.0,60.0,-1.0,-1.00,0.021,152.00,0.0029,0.00,0.00018,0,0,0.07200000000000001,0.0119,1968.0,25.0,-1.00,6000.00,0.319,-1.00,-1.0,10000.00,0.389,-1.00,-1.0,10000.00,0.309,1968.0,0.98
good,Podgornaia,Т-1,TDTN-40000,3.00,2005.0,60.0,13.0,-1.00,0.01,138.00,0.000268,0.00018999999999999998,0.000064,0.000037,0.000039,0.065195,0.012412999999999999,2005.0,20.0,-1.00,1500.00,0.2,-1.00,-1.0,1500.00,0.2,-1.00,-1.0,1500.00,0.3,2005.0,-1.0
good,Smolenskaia,Т-2-10,TDTN-10000/110,3.00,1969.0,64.0,26.0,-1.00,0.06,133.00,0.000488,0.000276,0.002838,0.000116,0.000485,0.192839,0.019247,1969.0,20.0,1110.00,1200.00,0.83,1200.00,0.1,700.00,0.7,850.00,0.1,800.00,0.85,1969.0,56.0
good,Sovetskaia,Т-1-10,TDTN-10000/11079U1,3.00,1984.0,62.0,20.0,-1.00,0.01,128.00,0.000315,0.00019099999999999998,0.000297,0.000054,0.000315,0.137226,0.010226,1984.0,23.0,6000.00,5000.00,0.62,1100.00,0.34,750.00,0.53,550.00,0.58,1200.00,0.21,1984.0,52.0
satisfactory,Predgornaia,Т-2-10,TDTN-10000/110,3.00,1988.0,56.0,34.0,-1.00,0.14,142.00,0.001033,0.000261,0.002628,0.000077,-1.00,0.215412,0.027911000000000002,1988.0,25.0,850.00,600.00,0.5,750.00,-1.0,500.00,0.92,1500.00,-1.0,450.00,0.75,1988.0,50.0
good,Galbshtatdskaia,Т-2,TDTN-16000/110,3.00,1990.0,50.0,43808.00,-1.00,-1.00,141.00,0.000171,0.000341,0.001715,0.000111,0.002162,0.102309,0.007186,1990.0,25.0,2500.00,2500.00,0.79,3000.00,0.48,3000.00,0.85,3000.00,0.64,3000.00,0.68,1990.0,52.4
good,Verkh-Suetskaia,Т-2,TDTN-6300/110,3.00,1972.0,57.6,43668.00,-1.00,0.03,140.00,0.000166,0.000125,0.000343,0.00003,0.000419,0.078999,0.005477,1972.0,30.0,3000.00,3000.00,0.56,3000.00,0.69,3000.00,0.6,3000.00,0.4,3000.00,0.5,1972.0,42.8
good,Burlinskaia,Т-2,TDTN-16000/110,3.00,1973.0,76.6,15.93,-1.00,0.0018,138.00,0.000374,0.000305,0.003251,0.000085,0.001857,0.148177,0.012004,1973.0,20.0,3000.00,2500.00,0.85,3000.00,0.52,3000.00,0.7,3000.00,0.7,3000.00,0.75,1973.0,60.8
satisfactory,№46Prigorodnaia,Т-2,TDTN-6300/110,3.00,1981.0,42.0,22.0,-1.00,0.02,140.00,0.000385,0.000265,0.000564,0.00005,0.000129,0.14646199999999998,0.013162,1981.0,27.0,-1.00,20350.00,0.309,-1.00,-1.0,12710.00,0.272,-1.00,-1.0,13470.00,0.89,1981.0,-1.0
satisfactory,№28Kosihinskaia,Т-1,TDTN-10000/110,3.00,1983.0,43.0,18.0,-1.00,0.02,143.00,0.00015,0.000242,0.000573,0.000039,0.000114,0.130142,0.008909,1983.0,29.0,-1.00,9270.00,0.252,-1.00,-1.0,5890.00,0.182,-1.00,-1.0,6620.00,0.281,1983.0,-1.0
satisfactory,№31Pervomaiskaia,Т-1,TDTN-10000/110,3.00,1974.0,40.0,18.0,-1.00,0.05,145.00,0.000214,0.000103,0.002219,0.00002,-1.00,0.09312100000000001,0.011992000000000001,1974.0,20.0,-1.00,827.00,0.397,-1.00,-1.0,6620.00,0.401,-1.00,-1.0,898.00,0.484,1974.0,-1.0
satisfactory,Saianskaia,2Т,TDTN-10000/110U1,3.00,1988.0,64.0,8.0,0.38,0.003,149.00,-1.00,0.0001,0.0004,-1.00,0.00037,0.08,0.004,1988.0,20.0,2800.00,30000.00,0.21,1600.00,0.46,30000.00,0.21,1400.00,0.51,26000.00,0.15,1988.0,79.0
satisfactory,Saianskaia,1Т,TDTN-10000/110-79U1,3.00,1986.0,75.3,43681.00,0.5,0.001,148.00,-1.00,0.0001,0.0005,-1.00,-1.00,0.134,0.008,1986.0,20.0,600.00,45000.00,0.14,800.00,0.61,28000.00,0.16,900.00,0.7,26000.00,0.17,1986.0,79.0
satisfactory,Ermakovskaia,1Т,TDTN-25000/110-U1,3.00,1992.0,60.6,1.0,0.6,0.001,141.00,-1.00,0.0001,0.0004,-1.00,-1.00,0.11199999999999999,0.01,1992.0,50.0,-1.00,1600.00,0.17,-1.00,-1.0,1200.00,0.2,-1.00,-1.0,1600.00,0.2,1992.0,79.6
satisfactory,Gorodskaia,2Т,TDTN-25000,3.00,1973.0,55.0,8.0,43497.00,0.02,-1.00,0.0005,0.0003,0.0019,0.00007,0.0009,0.35600000000000004,0.016,1973.0,20.0,900.00,10000.00,0.18,1200.00,0.3,10000.00,0.25,1400.00,0.3,10000.00,0.18,1973.0,-1.0
good,Iugo-zapadnaia,1Т,TDTN-25000,3.00,1991.0,60.0,5.0,2.00,0.03,-1.00,0.0005,0.0001,0.00015,0.0001,0.0005,0.19923,0.0034700000000000004,1991.0,36.0,1400.00,4700.00,0.2,1200.00,0.218,4400.00,0.35,1100.00,0.26,5000.00,0.4,1991.0,-1.0
good,Eniseiskaia,1Т,TDTN-25000/110-76U1,3.00,1977.0,61.7,43534.00,0.624,0.017,144.00,0.00,0.00011999999999999999,0.00095,0.00002,0.00004,0.106,0.0074,1977.0,15.0,290.00,10000.00,0.301,540.00,0.55,10000.00,0.314,720.00,0.7,10000.00,0.364,1977.0,56.8
good,Eniseiskaia,2Т,TDTN-25000/110-76U1,3.00,1974.0,60.7,12.0,0.594,0.02,141.00,0.00,0.00011,0.00163,0.00003,0.00,0.1248,0.0091,1974.0,25.0,1600.00,10000.00,0.257,1250.00,0.21,10000.00,0.257,1300.00,0.29,10000.00,0.0.309,1974.0,59.0
good,Mokrushinskaia,1Т,TMTN-6300/110-71U1,3.00,1980.0,63.3,20.0,0.477,0.02,141.00,0.0006,0.00013000000000000002,0.00023,0.00,0.00004,0.077,0.004,1980.0,30.0,2100.00,5000.00,0.218,2100.00,0.17600000000000002,5000.00,0.86,2100.00,0.264,4000.00,0.265,1980.0,64.3
good,Mokrushinskaia,2Т,TMTN-6300/110-71U1,3.00,1975.0,64.0,43661.00,0.615,0.02,140.00,0.0003,0.0001,0.00024,0.00004,0.00,0.142,0.004,1975.0,38.0,650.00,2300.00,0.299,740.00,0.484,1800.00,0.299,820.00,0.45,2400.00,0.366,1975.0,62.3
satisfactory,Centralnaia,1Т,TDNT-25000,3.00,1983.0,79.0,-1.0,0.5,0.003,141.00,0.00,0.00011999999999999999,0.00604,0.00,0.00,0.09007000000000001,0.0081,1983.0,22.0,11800.00,11498.00,0.22,11830.00,0.2,8211.00,0.25,8211.00,0.31,8194.00,0.42,1983.0,51.3
good,Stepnaia,1Т,TDTN-25000,3.00,2001.0,77.3,-1.0,0.14,0.002,140.00,0.00,0.0001,0.00,0.00,0.00,0.04395,0.00302,2001.0,18.0,12444.00,22000.00,0.19,10222.00,0.2,10400.00,0.25,11550.00,0.29,13100.00,0.26,2001.0,77.7
satisfactory,Vostochnaia,1Т,TDTN-10000,3.00,1978.0,79.0,43595.00,43497.00,0.002,144.00,0.00,0.00011999999999999999,0.00019,0.00,0.00,0.07062,0.00562,1978.0,30.0,1600.00,1540.00,0.18,1710.00,0.17,1250.00,0.22,1820.00,0.27,2290.00,0.36,1978.0,61.3
satisfactory,Tiukhtet,1Т,TDTN-16000,3.00,1991.0,77.7,-1.0,43617.00,0.002,135.00,0.00,0.0001,0.00027,0.00,0.00,0.07653,0.00303,1991.0,40.0,2000.00,3550.00,0.25,1800.00,0.2,1340.00,0.19,2100.00,0.1,1950.00,0.21,1991.0,80.0
unsatisfactory,Sharypovskaia,1Т,TDTN-10000,3.00,1968.0,-1.0,43676.00,-1.00,-1.00,-1.00,0.00144,8.3e-05,0.000377,0.00,0.00,0.1068,0.01248,1968.0,20.0,1500.00,3720.00,0.38,1800.00,0.5,3530.00,0.45,1800.00,0.3,3820.00,0.39,1968.0,-1.0
satisfactory,Tungusovo,2Т,TMT-6300,3.00,1973.0,61.0,43632.00,0.65,0.2,141.00,0.00347,0.00014,0.00081,0.00,0.00,0.1634,0.1568,1973.0,20.0,1200.00,2000.00,0.34,1600.00,0.4,2000.00,0.4,1800.00,0.4,2800.00,43619.00,1973.0,-1.0
satisfactory,Levoberezhnaia,1Т,TDTN-25000,3.00,1974.0,72.0,43509.00,0.16,0.01,141.00,0.00,0.00014,0.00027,0.00034,0.00,0.1046,0.0118,1974.0,40.0,650.00,30000.00,0.14,1100.00,0.3,18000.00,0.21,1100.00,0.3,20000.00,0.19,1974.0,69.0
satisfactory,Melnikovo,1Т,TDTN-10000,3.00,1974.0,64.0,43614.00,3.54,0.058,139.00,0.00,0.00157,0.00189,0.00,0.00,0.1414,0.0348,1974.0,25.0,1200.00,1400.00,0.3,1900.00,0.2,1700.00,0.33,2000.00,0.2,1800.00,0.26,1974.0,-1.0
satisfactory,Kozhevnikovo,2Т,TDTN-10000,3.00,1974.0,42.0,43706.00,43556.00,0.038,140.00,0.00021,0.00014,0.00054,0.00,0.00,0.1179,0.01523,1974.0,40.0,700.00,800.00,0.5,1270.00,0.6,900.00,0.79,850.00,0.7,800.00,0.8,1974.0,45.0
satisfactory,Bakchar,1Т,TMT-6300,3.00,1973.0,59.0,43514.00,0.42,0.03,130.00,0.00032,0.00014,0.00027,0.00,0.00,0.0798,0.0143,1973.0,20.0,2800.00,20000.00,0.3,2000.00,0.2,10000.00,0.4,1800.00,0.3,10000.00,0.4,1973.0,-1.0
satisfactory,Kopyovo,1Т,TDTN-10000,3.00,1992.0,65.8,21.0,0.16,0.001,145.00,-1.00,0.0007,0.0009,-1.00,-1.00,0.085,0.006,1992.0,25.0,1800.00,5500.00,0.2,1600.00,0.35,4300.00,0.4,1700.00,0.35,5200.00,0.4,1992.0,-1.0
satisfactory,Kopyovo,2Т,TDTN-10000,3.00,1992.0,47.7,15.0,0.33,0.001,143.00,-1.00,0.0003,0.0003,-1.00,-1.00,0.11,0.009000000000000001,1992.0,30.0,1700.00,5500.00,0.6,1400.00,0.56,4300.00,0.6,1300.00,0.66,5200.00,0.6,1992.0,-1.0
satisfactory,Ordzhonikidze,1Т,TDTN-10000,3.00,1989.0,57.2,8.0,0.36,0.014,141.00,0.0009,0.0005,0.0024,0.0002,-1.00,0.091,0.006,1989.0,27.0,2000.00,3500.00,0.26,1100.00,0.26,2500.00,0.29,1300.00,0.34,2500.00,0.4,1989.0,-1.0
satisfactory,Ordzhonikidze,2Т,TDTN-10000,3.00,1989.0,69.0,7.0,0.34,0.008,141.00,0.0005,0.0004,0.0015,0.0002,-1.00,0.08199999999999999,0.006999999999999999,1989.0,22.0,10000.00,4000.00,0.26,10000.00,0.15,3500.00,0.2,10000.00,0.2,3500.00,0.4,1989.0,-1.0
satisfactory,Bograd,1Т,TDTN-25000,3.00,1976.0,53.8,15.0,0.26,0.004,137.00,-1.00,0.0002,0.0012,-1.00,-1.00,0.067,0.003,1976.0,25.0,360.00,9500.00,0.28,800.00,0.2,9000.00,0.2,880.00,0.25,9000.00,0.25,1976.0,-1.0
satisfactory,Bograd,2Т,TDTN-25000,3.00,1991.0,63.5,13.0,0.23,0.002,138.00,-1.00,0.00014,0.0008,-1.00,-1.00,0.076,0.0012,1991.0,19.0,2200.00,34000.00,0.3,1700.00,0.12,23000.00,0.32,1900.00,0.22,21000.00,0.34,1991.0,-1.0
satisfactory,Shira,1Т,TDTN-25000,3.00,1991.0,74.8,-1.0,0.12,0.001,141.00,-1.00,2.9999999999999997e-05,0.0002,-1.00,-1.00,0.09,0.003,1991.0,20.0,3800.00,3200.00,0.2,4500.00,0.4,2800.00,0.33,4200.00,0.4,2600.00,0.5,1991.0,-1.0
satisfactory,Shira,2Т,TDTN-25000,3.00,1991.0,46.5,-1.0,0.12,0.01,140.00,0.0008,0.0004,0.0022,0.00004,-1.00,0.12,0.006,1991.0,20.0,1000.00,4500.00,0.18,2500.00,0.5,3800.00,0.23,2600.00,0.5,3600.00,0.61,1991.0,-1.0
satisfactory,KSK,1Т,TDTN-31500,3.00,1967.0,72.8,20.0,0.23,0.025,151.00,0.0006,0.0013,0.0026,0.0004,-1.00,0.21,0.018000000000000002,1967.0,39.0,1300.00,3800.00,0.34,850.00,0.4,2700.00,0.3,550.00,0.3,2300.00,0.3,1967.0,-1.0
satisfactory,KSK,2Т,TDTN-31500,3.00,1964.0,49.5,18.0,0.25,0.012,141.00,0.0012,0.0015,0.0066,0.001,-1.00,0.27,0.013999999999999999,1964.0,30.0,500.00,450.00,0.6,700.00,0.2,1500.00,0.3,600.00,0.2,800.00,0.3,1964.0,-1.0
